table,external_post_id,natural_key,production_key_status
source_posts,1616,"[""legendstudy"", ""1616""]",UNVERIFIED
content_items,1616,"[""legendstudy"", ""1616"", ""main""]",UNVERIFIED
exams,1616,"[""legendstudy"", ""1616"", ""main""]",UNVERIFIED
exam_subjects,1616,"[""legendstudy"", ""1616"", ""main"", ""국어""]",UNVERIFIED
exam_subjects,1616,"[""legendstudy"", ""1616"", ""main"", ""수학""]",UNVERIFIED
exam_subjects,1616,"[""legendstudy"", ""1616"", ""main"", ""영어""]",UNVERIFIED
exam_subjects,1616,"[""legendstudy"", ""1616"", ""main"", ""한국사""]",UNVERIFIED
exam_subjects,1616,"[""legendstudy"", ""1616"", ""main"", ""과학""]",UNVERIFIED
exam_subjects,1616,"[""legendstudy"", ""1616"", ""main"", ""사회""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""5jrOG/btsGcqQQbRc""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""zgHhr/btsF9eY9wEu""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""BfRe8/btsF9NfIY4e""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""mEo0I/btsGaZ0P276""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""bp0pfA/btsGax4zuvI""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""bWEicy/btsF9dTuDEe""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""ckMcwE/btsGaEvMseY""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""FtUk3/btsGaYnlpPM""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""cJbN2D/btsGbcy5Kk9""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""bwF2ke/btsGadZtNqG""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""bfj3bq/btsGabtSVtJ""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""0vqYq/btsF9zWlMnK""]",UNVERIFIED
resources,1616,"[""legendstudy"", ""1616"", ""main"", ""legendstudy"", ""1616"", ""H0TJF/btsGawLnfW1""]",UNVERIFIED
source_posts,1620,"[""legendstudy"", ""1620""]",UNVERIFIED
content_items,1620,"[""legendstudy"", ""1620"", ""main""]",UNVERIFIED
exams,1620,"[""legendstudy"", ""1620"", ""main""]",UNVERIFIED
exam_subjects,1620,"[""legendstudy"", ""1620"", ""main"", ""국어""]",UNVERIFIED
exam_subjects,1620,"[""legendstudy"", ""1620"", ""main"", ""수학""]",UNVERIFIED
exam_subjects,1620,"[""legendstudy"", ""1620"", ""main"", ""영어""]",UNVERIFIED
exam_subjects,1620,"[""legendstudy"", ""1620"", ""main"", ""한국사""]",UNVERIFIED
exam_subjects,1620,"[""legendstudy"", ""1620"", ""main"", ""과학""]",UNVERIFIED
exam_subjects,1620,"[""legendstudy"", ""1620"", ""main"", ""사회""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""cehZci/btsHZJQiQCG""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""lpUef/btsHZLAEEkf""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""zr86F/btsH1OB9hxO""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""bnw5z7/btsH0x2wkvt""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""dzGNgI/btsH0XT7wYA""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""xC5sy/btsH1Fk0jH2""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""brz01W/btsH0ME9rjM""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""4d8NO/btsH0CvTEOe""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""nOO7K/btsH0mfJXjZ""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""plKDU/btsH0p4DYId""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""cXJlIy/btsH0ytBfOA""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""5lkTM/btsH0afDirm""]",UNVERIFIED
resources,1620,"[""legendstudy"", ""1620"", ""main"", ""legendstudy"", ""1620"", ""caPqgf/btsHZTZBr0b""]",UNVERIFIED
source_posts,1636,"[""legendstudy"", ""1636""]",UNVERIFIED
content_items,1636,"[""legendstudy"", ""1636"", ""main""]",UNVERIFIED
exams,1636,"[""legendstudy"", ""1636"", ""main""]",UNVERIFIED
exam_subjects,1636,"[""legendstudy"", ""1636"", ""main"", ""국어""]",UNVERIFIED
exam_subjects,1636,"[""legendstudy"", ""1636"", ""main"", ""수학""]",UNVERIFIED
exam_subjects,1636,"[""legendstudy"", ""1636"", ""main"", ""영어""]",UNVERIFIED
exam_subjects,1636,"[""legendstudy"", ""1636"", ""main"", ""한국사""]",UNVERIFIED
exam_subjects,1636,"[""legendstudy"", ""1636"", ""main"", ""통합과학""]",UNVERIFIED
exam_subjects,1636,"[""legendstudy"", ""1636"", ""main"", ""통합사회""]",UNVERIFIED
resources,1636,"[""legendstudy"", ""1636"", ""main"", ""legendstudy"", ""1636"", ""bf2BHf/btsJBqBLtQu""]",UNVERIFIED
resources,1636,"[""legendstudy"", ""1636"", ""main"", ""legendstudy"", ""1636"", ""bHNTvS/btsJvUgKvBY""]",UNVERIFIED
resources,1636,"[""legendstudy"", ""1636"", ""main"", ""legendstudy"", ""1636"", ""kBEBz/btsJt88Xte2""]",UNVERIFIED
resources,1636,"[""legendstudy"", ""1636"", ""main"", ""legendstudy"", ""1636"", ""DzlXu/btsJtGY4J0U""]",UNVERIFIED
resources,1636,"[""legendstudy"", ""1636"", ""main"", ""legendstudy"", ""1636"", ""HyWTO/btsJuYRKJzP""]",UNVERIFIED
resources,1636,"[""legendstudy"", ""1636"", ""main"", ""legendstudy"", ""1636"", ""mDdhB/btsJt9NgPtJ""]",UNVERIFIED
resources,1636,"[""legendstudy"", ""1636"", ""main"", ""legendstudy"", ""1636"", ""I13Dp/btsJwfrqUB3""]",UNVERIFIED
resources,1636,"[""legendstudy"", ""1636"", ""main"", ""legendstudy"", ""1636"", ""dGUH29/btsJuHCGD8b""]",UNVERIFIED
resources,1636,"[""legendstudy"", ""1636"", ""main"", ""legendstudy"", ""1636"", ""bsWjal/btsJuHvVGiz""]",UNVERIFIED
resources,1636,"[""legendstudy"", ""1636"", ""main"", ""legendstudy"", ""1636"", ""bFkpcS/btsJuhR5Ebv""]",UNVERIFIED
resources,1636,"[""legendstudy"", ""1636"", ""main"", ""legendstudy"", ""1636"", ""nCMBe/btsJwfdTzmW""]",UNVERIFIED
resources,1636,"[""legendstudy"", ""1636"", ""main"", ""legendstudy"", ""1636"", ""btS6kf/btsJt1aV2fb""]",UNVERIFIED
source_posts,1648,"[""legendstudy"", ""1648""]",UNVERIFIED
content_items,1648,"[""legendstudy"", ""1648"", ""main""]",UNVERIFIED
exams,1648,"[""legendstudy"", ""1648"", ""main""]",UNVERIFIED
exam_subjects,1648,"[""legendstudy"", ""1648"", ""main"", ""국어""]",UNVERIFIED
exam_subjects,1648,"[""legendstudy"", ""1648"", ""main"", ""수학""]",UNVERIFIED
exam_subjects,1648,"[""legendstudy"", ""1648"", ""main"", ""영어""]",UNVERIFIED
exam_subjects,1648,"[""legendstudy"", ""1648"", ""main"", ""한국사""]",UNVERIFIED
exam_subjects,1648,"[""legendstudy"", ""1648"", ""main"", ""과학""]",UNVERIFIED
exam_subjects,1648,"[""legendstudy"", ""1648"", ""main"", ""사회""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""AtEgB/btsJ81VHej9""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""ZJlpF/btsJ8UhXO6v""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""lxpw9/btsKbhvtCyz""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""m0su1/btsKaxy43SO""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""c5D0tw/btsJ890wH6B""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""nzCmA/btsJ9w8ITmG""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""c1tY5G/btsJ95JOgjP""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""dQGpZd/btsKblYYCHU""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""djtHgH/btsKa9qV7hN""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""Pp8Q6/btsJ9oXqCiY""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""qahsd/btsJ9LEP9Sz""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""Ea4UD/btsKbfYKghm""]",UNVERIFIED
resources,1648,"[""legendstudy"", ""1648"", ""main"", ""legendstudy"", ""1648"", ""dgi4ob/btsKayLtCoy""]",UNVERIFIED
source_posts,1615,"[""legendstudy"", ""1615""]",UNVERIFIED
content_items,1615,"[""legendstudy"", ""1615"", ""main""]",UNVERIFIED
exams,1615,"[""legendstudy"", ""1615"", ""main""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""국어""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""수학""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""영어""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""한국사""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""물리학""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""생명과학""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""지구과학""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""화학""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""경제""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""동아시아사""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""사회문화""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""생활과윤리""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""세계사""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""세계지리""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""윤리와사상""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""정치와법""]",UNVERIFIED
exam_subjects,1615,"[""legendstudy"", ""1615"", ""main"", ""한국지리""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""VStVz/btsGbUYY0fZ""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""ehJC7u/btsF9BGy3x0""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""bQI7wc/btsF9D5sFWD""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""Hbxn0/btsGaC5QA54""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""bDxIhT/btsF9E4muBh""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""b7pO05/btsGavZ0LDB""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""DJ6pZ/btsGbXnO8fD""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""coMarC/btsGbHr1HdW""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""u1KQo/btsGbbGT29E""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""rTp4h/btsGaXB13hZ""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""rJw8o/btsGbbmCfA2""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""cKzNEg/btsGbUxXTG2""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""skbwi/btsGbTltq7A""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""2x2uV/btsF9M17yjv""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""Jsw7U/btsGawR6P96""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""bhFXS8/btsGaEvLYTE""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""TbYDg/btsF9EpLqoq""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""oZi3s/btsF9HNohiu""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""caCIAI/btsGbR81DLe""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""bq3p0E/btsF91rgu8A""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""dgdNTb/btsGbQ98Jic""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""cs1sz7/btsF9B0Tlmh""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""bCLOZA/btsGcJo9FKq""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""mycfq/btsF9HGB09w""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""bEjEdL/btsGbStlQg5""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""Pvp6s/btsF9OeCgta""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""bRWUTF/btsGcHrk6GR""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""tDyA3/btsGazVCJr1""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""Xxj1a/btsGcs8YH6E""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""8pLWl/btsF9L3exEk""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""mJA14/btsF9yXtE7b""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""B716I/btsF9FB17um""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""bwYifH/btsF89ctVvj""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""bdRerS/btsGbF12GSg""]",UNVERIFIED
resources,1615,"[""legendstudy"", ""1615"", ""main"", ""legendstudy"", ""1615"", ""mZMsM/btsGadLXIem""]",UNVERIFIED
source_posts,1619,"[""legendstudy"", ""1619""]",UNVERIFIED
content_items,1619,"[""legendstudy"", ""1619"", ""main""]",UNVERIFIED
exams,1619,"[""legendstudy"", ""1619"", ""main""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""국어""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""수학""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""영어""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""한국사""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""경제""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""동아시아사""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""사회문화""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""생활과윤리""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""세계사""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""세계지리""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""윤리와사상""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""정치와법""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""한국지리""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""물리학""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""생명과학""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""지구과학""]",UNVERIFIED
exam_subjects,1619,"[""legendstudy"", ""1619"", ""main"", ""화학""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""dLuyOd/btsHZ5S2qAz""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""beLKLD/btsH1OhPVS5""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""3mwBD/btsH1DtXzbC""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""QFZXI/btsHZL8ppcC""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""tABao/btsHZ74nPXO""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""6Rwvr/btsHZTyxfxa""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""bTAGwH/btsHZtAc4sQ""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""buLHk1/btsHZXgzK4J""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""caexjB/btsH1CV7A47""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""b0VfiF/btsH0212e7M""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""cR5JH2/btsH1Feeha0""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""dmqT8l/btsHZW2XDV9""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""bunItF/btsHZJivnpJ""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""bdlB0M/btsH0pcvr6r""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""0Uu8e/btsH004ff4o""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""OZ8hA/btsH1m0bWNs""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""cqtqx7/btsH0afC0Gq""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""m3gpv/btsHZ8vsT1z""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""cVYprH/btsH0N48UIB""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""uEKAc/btsH0ckaR7m""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""QocEm/btsH0kPWjOg""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""bkHepp/btsHZL8ptmP""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""oBSdu/btsHZ6RVAAV""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""BKuBV/btsH0nMuJ8T""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""uVlNs/btsH0ikhUS0""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""cCMQKD/btsH1pbwCTL""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""brLuzI/btsH1oKtzFO""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""bN4IbI/btsHZJivrES""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""k2YVC/btsHZyBqjQQ""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""b7b2ir/btsHZU5jeuG""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""T2esm/btsHZvSej1e""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""dt8UZ9/btsH0PaOp7X""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""cm7azs/btsHZsBh7my""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""FAjyv/btsH1l1f10v""]",UNVERIFIED
resources,1619,"[""legendstudy"", ""1619"", ""main"", ""legendstudy"", ""1619"", ""7wxjn/btsHZJ3Uplf""]",UNVERIFIED
source_posts,1635,"[""legendstudy"", ""1635""]",UNVERIFIED
content_items,1635,"[""legendstudy"", ""1635"", ""main""]",UNVERIFIED
exams,1635,"[""legendstudy"", ""1635"", ""main""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""국어""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""수학""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""영어""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""한국사""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""물리학1""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""생명과학""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""생명과학1""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""지구과학""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""지구과학1""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""화학1""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""경제""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""동아시아사""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""사회문화""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""생활과윤리""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""세계사""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""세계지리""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""윤리와사상""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""정치와법""]",UNVERIFIED
exam_subjects,1635,"[""legendstudy"", ""1635"", ""main"", ""한국지리""]",UNVERIFIED
resources,1635,"[""legendstudy"", ""1635"", ""main"", ""legendstudy"", ""1635"", ""ewpsRK/btsJur7WSwq""]",UNVERIFIED
resources,1635,"[""legendstudy"", ""1635"", ""main"", ""legendstudy"", ""1635"", ""EaTsl/btsJt7a6i8k""]",UNVERIFIED
resources,1635,"[""legendstudy"", ""1635"", ""main"", ""legendstudy"", ""1635"", ""ctTcQT/btsJwcIeYTQ""]",UNVERIFIED
resources,1635,"[""legendstudy"", ""1635"", ""main"", ""legendstudy"", ""1635"", ""OgIFZ/btsJvVteEk9""]",UNVERIFIED
resources,1635,"[""legendstudy"", ""1635"", ""main"", ""legendstudy"", ""1635"", ""dyrNCh/btsJt6wtrgt""]",UNVERIFIED
resources,1635,"[""legendstudy"", ""1635"", ""main"", ""legendstudy"", ""1635"", ""cPWLXl/btsJwcBtcrL""]",UNVERIFIED
resources,1635,"[""legendstudy"", ""1635"", ""main"", ""legendstudy"", ""1635"", ""uMn3b/btsJuTW84hR""]",UNVERIFIED
resources,1635,"[""legendstudy"", ""1635"", ""main"", ""legendstudy"", ""1635"", ""dXUXiG/btsJvP7BmE6""]",UNVERIFIED
resources,1635,"[""legendstudy"", ""1635"", ""main"", ""legendstudy"", ""1635"", ""u6tyH/btsJuseKnyH""]",UNVERIFIED
resources,1635,"[""legendstudy"", ""1635"", ""main"", ""legendstudy"", ""1635"", ""cJ2HaC/btsJvq71ieZ""]",UNVERIFIED
