table,external_post_id,natural_key,production_key_status
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""BZ3ov/btsKMM2LcR4""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""cDpWpR/btsKL2FnDIT""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""RbAht/btsKMMn8fSP""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""siqQi/btsKLxMhimA""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""0nAwu/btsKMhozyCW""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""cWACzi/btsKLu9NMuY""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""mgWya/btsKKxsS3LE""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""sg0XY/btsKLjm8132""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""b0ohhx/btsKMNAzvqb""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""QUaNX/btsKMEqj8nv""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""JFIK7/btsKLy5t0pK""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""c6OuMJ/btsKMIlOzqy""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""MOzf9/btsKMNAzwlH""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""lg7ca/btsKL0gqTQ4""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""bkTFWX/btsKLeTLCl7""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""8EQez/btsKLwmgH8X""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""5GeJV/btsKLZPpgsw""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""JZMOp/btsKKpoaKxB""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""Olm5y/btsKMDroL7H""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""ccfzYJ/btsKLs5pS7T""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""cm9w74/btsKL9j4KHu""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""OUyae/btsKK4jxQjY""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""bnrOEh/btsKKGpHXsj""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""bWLqzo/btsKMonz0fO""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""cqiSxD/btsKLpgu8lF""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""DPuiP/btsKKNbcBPZ""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""bTEWnL/btsKKwnaUyn""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""XHjRK/btsKKFdbRVd""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""ehIe1V/btsKL4wlm9d""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""c1jr2m/btsKKqACLxL""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""dMZfEK/btsKMc10oCy""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""UdKPd/btsKK3LIDVP""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""K5Oui/btsKLws3Ydg""]",UNVERIFIED
resources,1649,"[""legendstudy"", ""1649"", ""main"", ""legendstudy"", ""1649"", ""bWjRiA/btsKKHa4ab2""]",UNVERIFIED
