year,grade,exam_family,month,external_post_id,source_content_key,source_subject_key,raw_subject_label,canonical_code,mapping_status,source_resource_key,resource_type,source_label,post_url,source_url,file_url,link_kind,link_status,published_at,source_updated_at,feed_updated_at,is_active
2024,3,national_mock,5,1617,main,정치와법,정치와법,politics_law,provisional,yIXSr/btsHkkv90fk,question,2024_5월_사_정치와법 문제.pdf,https://legendstudy.com/1617,https://blog.kakaocdn.net/dna/yIXSr/btsHkkv90fk/x/2024_5월_사_정치와법 문제.pdf,,unknown,unchecked,2024-05-09,2024-05-09,2024-05-09,False
2024,3,national_mock,5,1617,main,정치와법,정치와법,politics_law,provisional,bkXRFb/btsHlGdS42p,answer_explanation,"2024_5월_사_정치와법 정답,해설.pdf",https://legendstudy.com/1617,"https://blog.kakaocdn.net/dna/bkXRFb/btsHlGdS42p/x/2024_5월_사_정치와법 정답,해설.pdf",,unknown,unchecked,2024-05-09,2024-05-09,2024-05-09,False
2024,3,national_mock,5,1617,main,한국지리,한국지리,korean_geography,provisional,DFk6P/btsHk4zzhTC,question,2024_5월_사_한국지리 문제.pdf,https://legendstudy.com/1617,https://blog.kakaocdn.net/dna/DFk6P/btsHk4zzhTC/x/2024_5월_사_한국지리 문제.pdf,,unknown,unchecked,2024-05-09,2024-05-09,2024-05-09,False
2024,3,national_mock,5,1617,main,한국지리,한국지리,korean_geography,provisional,cqyqjp/btsHjXubZVT,answer_explanation,"2024_5월_사_한국지리 정답,해설.pdf",https://legendstudy.com/1617,"https://blog.kakaocdn.net/dna/cqyqjp/btsHjXubZVT/x/2024_5월_사_한국지리 정답,해설.pdf",,unknown,unchecked,2024-05-09,2024-05-09,2024-05-09,False
2024,3,evaluation_mock,6,1618,main,국어,국어,korean,provisional,BxJom/btsHZSTVam8,question,2025학년도 6월_국어 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/BxJom/btsHZSTVam8/x/2025학년도 6월_국어 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,국어,국어,korean,provisional,ZQ4gQ/btsH0uLupDW,answer_explanation,"2025학년도 6월_국어 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/ZQ4gQ/btsH0uLupDW/x/2025학년도 6월_국어 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,수학,수학,math,provisional,cyiIBb/btsH1meM4jp,question,2025학년도 6월_수학 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/cyiIBb/btsH1meM4jp/x/2025학년도 6월_수학 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,수학,수학,math,provisional,T3B5m/btsH0vRdiDm,answer_explanation,"2025학년도 6월_수학 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/T3B5m/btsH0vRdiDm/x/2025학년도 6월_수학 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,영어,영어,english,provisional,ozpt7/btsHZUqFEoL,question,2025학년도 6월_영어 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/ozpt7/btsHZUqFEoL/x/2025학년도 6월_영어 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,영어,영어,english,provisional,bvRsno/btsHZ8WmPDM,answer_explanation,"2025학년도 6월_영어 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/bvRsno/btsHZ8WmPDM/x/2025학년도 6월_영어 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,영어,영어,english,provisional,cxtbna/btsH0UXl0KM,listening_script,2025학년도 6월_영어 듣기대본.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/cxtbna/btsH0UXl0KM/x/2025학년도 6월_영어 듣기대본.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,한국사,한국사,korean_history,provisional,HAV3w/btsHZ65r1am,question,2025학년도 6월_한국사 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/HAV3w/btsHZ65r1am/x/2025학년도 6월_한국사 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,한국사,한국사,korean_history,provisional,bVCfwT/btsHZVwmQxz,answer_explanation,"2025학년도 6월_한국사 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/bVCfwT/btsHZVwmQxz/x/2025학년도 6월_한국사 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,경제,경제,economics,provisional,dDizfb/btsH01WpdRP,question,2025학년도 6월 s_경제 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/dDizfb/btsH01WpdRP/x/2025학년도 6월 s_경제 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,경제,경제,economics,provisional,bfFdJU/btsH0vKp6Co,answer_explanation,"2025학년도 6월 s_경제 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/bfFdJU/btsH0vKp6Co/x/2025학년도 6월 s_경제 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,동아시아사,동아시아사,east_asian_history,provisional,nR1yk/btsH0L7kKqU,question,2025학년도 6월 s_동아시아사 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/nR1yk/btsH0L7kKqU/x/2025학년도 6월 s_동아시아사 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,동아시아사,동아시아사,east_asian_history,provisional,75w8C/btsH0jXK5uv,answer_explanation,"2025학년도 6월 s_동아시아사 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/75w8C/btsH0jXK5uv/x/2025학년도 6월 s_동아시아사 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,사회문화,사회문화,society_culture,provisional,blwDJ9/btsHZtGWSf5,question,2025학년도 6월 s_사회문화 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/blwDJ9/btsHZtGWSf5/x/2025학년도 6월 s_사회문화 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,사회문화,사회문화,society_culture,provisional,xKFaQ/btsH0uY1ANJ,answer_explanation,"2025학년도 6월 s_사회문화 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/xKFaQ/btsH0uY1ANJ/x/2025학년도 6월 s_사회문화 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,,,,NULL_UNSCOPED_REVIEW,bnFT44/btsH0beuXoe,answer_explanation,"2025학년도 6월 s_생화활과윤리 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/bnFT44/btsH0beuXoe/x/2025학년도 6월 s_생화활과윤리 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,생활과윤리,생활과윤리,life_ethics,provisional,7hOKZ/btsH1DtW933,question,2025학년도 6월 s_생활과윤리 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/7hOKZ/btsH1DtW933/x/2025학년도 6월 s_생활과윤리 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,세계사,세계사,world_history,provisional,ljLVf/btsH1nLyOWU,question,2025학년도 6월 s_세계사 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/ljLVf/btsH1nLyOWU/x/2025학년도 6월 s_세계사 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,세계사,세계사,world_history,provisional,cq4FxY/btsH1NDdIWS,answer_explanation,"2025학년도 6월 s_세계사 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/cq4FxY/btsH1NDdIWS/x/2025학년도 6월 s_세계사 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,세계지리,세계지리,world_geography,provisional,bgoqRh/btsH0oLqbDp,question,2025학년도 6월 s_세계지리 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/bgoqRh/btsH0oLqbDp/x/2025학년도 6월 s_세계지리 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,세계지리,세계지리,world_geography,provisional,eLB3CS/btsH1E0HaHy,answer_explanation,"2025학년도 6월 s_세계지리 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/eLB3CS/btsH1E0HaHy/x/2025학년도 6월 s_세계지리 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,윤리와사상,윤리와사상,ethics_thought,provisional,b3tg3Z/btsHZL1HZD1,question,2025학년도 6월 s_윤리와사상 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/b3tg3Z/btsHZL1HZD1/x/2025학년도 6월 s_윤리와사상 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,윤리와사상,윤리와사상,ethics_thought,provisional,dEPVXc/btsH0CWW4u4,answer_explanation,"2025학년도 6월 s_윤리와사상 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/dEPVXc/btsH0CWW4u4/x/2025학년도 6월 s_윤리와사상 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,정치와법,정치와법,politics_law,provisional,uI4D6/btsH1aySDfG,question,2025학년도 6월 s_정치와법 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/uI4D6/btsH1aySDfG/x/2025학년도 6월 s_정치와법 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,정치와법,정치와법,politics_law,provisional,bFvu8w/btsH1lUuh4t,answer_explanation,"2025학년도 6월 s_정치와법 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/bFvu8w/btsH1lUuh4t/x/2025학년도 6월 s_정치와법 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,한국지리,한국지리,korean_geography,provisional,GNPLQ/btsHZ9OxByu,question,2025학년도 6월 s_한국지리 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/GNPLQ/btsHZ9OxByu/x/2025학년도 6월 s_한국지리 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,한국지리,한국지리,korean_geography,provisional,bmtFM6/btsH1NDdIZf,answer_explanation,"2025학년도 6월 s_한국지리 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/bmtFM6/btsH1NDdIZf/x/2025학년도 6월 s_한국지리 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,물리학1,물리학1,physics_1,provisional,bor6ez/btsH1Lek336,question,2025학년도 6월 k_물리학1 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/bor6ez/btsH1Lek336/x/2025학년도 6월 k_물리학1 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,물리학1,물리학1,physics_1,provisional,p8B3P/btsH1CV7iyH,answer_explanation,"2025학년도 6월 k_물리학1 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/p8B3P/btsH1CV7iyH/x/2025학년도 6월 k_물리학1 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,물리학2,물리학2,physics_2,provisional,beHOUL/btsH1FZBVhV,question,2025학년도 6월 k_물리학2 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/beHOUL/btsH1FZBVhV/x/2025학년도 6월 k_물리학2 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,물리학2,물리학2,physics_2,provisional,bzUcbb/btsH1hYZbyI,answer_explanation,"2025학년도 6월 k_물리학2 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/bzUcbb/btsH1hYZbyI/x/2025학년도 6월 k_물리학2 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,생명과학1,생명과학1,life_science_1,provisional,bWPeoJ/btsH0vjouMP,question,2025학년도 6월 k_생명과학1 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/bWPeoJ/btsH0vjouMP/x/2025학년도 6월 k_생명과학1 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,생명과학1,생명과학1,life_science_1,provisional,cuxhL0/btsH0j4xbdg,answer_explanation,"2025학년도 6월 k_생명과학1 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/cuxhL0/btsH0j4xbdg/x/2025학년도 6월 k_생명과학1 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,생명과학2,생명과학2,life_science_2,provisional,PsgD0/btsH0wCy31B,question,2025학년도 6월 k_생명과학2 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/PsgD0/btsH0wCy31B/x/2025학년도 6월 k_생명과학2 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,생명과학2,생명과학2,life_science_2,provisional,HDcic/btsH0YlachK,answer_explanation,"2025학년도 6월 k_생명과학2 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/HDcic/btsH0YlachK/x/2025학년도 6월 k_생명과학2 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,지구과학1,지구과학1,earth_science_1,provisional,XMzeB/btsH1gZ3oKJ,question,2025학년도 6월 k_지구과학1 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/XMzeB/btsH1gZ3oKJ/x/2025학년도 6월 k_지구과학1 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,지구과학1,지구과학1,earth_science_1,provisional,C7SEN/btsH1oDF0al,answer_explanation,"2025학년도 6월 k_지구과학1 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/C7SEN/btsH1oDF0al/x/2025학년도 6월 k_지구과학1 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,지구과학2,지구과학2,earth_science_2,provisional,s9LsQ/btsHZ9HMB0v,question,2025학년도 6월 k_지구과학2 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/s9LsQ/btsHZ9HMB0v/x/2025학년도 6월 k_지구과학2 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,지구과학2,지구과학2,earth_science_2,provisional,m3ga5/btsH0zTrkmj,answer_explanation,"2025학년도 6월 k_지구과학2 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/m3ga5/btsH0zTrkmj/x/2025학년도 6월 k_지구과학2 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,화학1,화학1,chemistry_1,provisional,o2VQZ/btsH0l8YW9X,question,2025학년도 6월 k_화학1 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/o2VQZ/btsH0l8YW9X/x/2025학년도 6월 k_화학1 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,화학1,화학1,chemistry_1,provisional,vBSWO/btsH1ENaQ8C,answer_explanation,"2025학년도 6월 k_화학1 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/vBSWO/btsH1ENaQ8C/x/2025학년도 6월 k_화학1 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,화학2,화학2,chemistry_2,provisional,cdXu4J/btsHZ8IZaXM,question,2025학년도 6월 k_화학2 문제.pdf,https://legendstudy.com/1618,https://blog.kakaocdn.net/dna/cdXu4J/btsHZ8IZaXM/x/2025학년도 6월 k_화학2 문제.pdf,,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,evaluation_mock,6,1618,main,화학2,화학2,chemistry_2,provisional,ezgsuo/btsH09msuR4,answer_explanation,"2025학년도 6월 k_화학2 정답,해설.pdf",https://legendstudy.com/1618,"https://blog.kakaocdn.net/dna/ezgsuo/btsH09msuR4/x/2025학년도 6월 k_화학2 정답,해설.pdf",,unknown,unchecked,2024-06-15,2024-06-15,2024-06-15,False
2024,3,national_mock,7,1621,main,국어,국어,korean,provisional,cPDzp2/btsIKAxwxmG,question,2024_7월_고3_국어 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/cPDzp2/btsIKAxwxmG/x/2024_7월_고3_국어 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,국어,국어,korean,provisional,cnSiOv/btsIIZLV3B7,answer_explanation,"2024_7월_고3_국어 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/cnSiOv/btsIIZLV3B7/x/2024_7월_고3_국어 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,수학,수학,math,provisional,bIBBLu/btsILf7mz3m,question,2024_7월_고3_수학 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/bIBBLu/btsILf7mz3m/x/2024_7월_고3_수학 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,수학,수학,math,provisional,PdJg7/btsIJYezF63,answer_explanation,"2024_7월_고3_수학 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/PdJg7/btsIJYezF63/x/2024_7월_고3_수학 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,영어,영어,english,provisional,AQZRc/btsIKB4iALE,question,2024_7월_고3_영어 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/AQZRc/btsIKB4iALE/x/2024_7월_고3_영어 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,영어,영어,english,provisional,cdjYkW/btsIKFlaQtg,answer_explanation,"2024_7월_고3_영어 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/cdjYkW/btsIKFlaQtg/x/2024_7월_고3_영어 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,한국사,한국사,korean_history,provisional,bzwZDw/btsIN0POOvw,question,2024_7월_고3_한국사 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/bzwZDw/btsIN0POOvw/x/2024_7월_고3_한국사 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,한국사,한국사,korean_history,provisional,bq1HKi/btsILSDVNzH,answer_explanation,"2024_7월_고3_한국사 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/bq1HKi/btsILSDVNzH/x/2024_7월_고3_한국사 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,물리학1,물리학1,physics_1,provisional,b7zuBM/btsILq1ZbNM,question,2024_7월_고3_k_물리학1 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/b7zuBM/btsILq1ZbNM/x/2024_7월_고3_k_물리학1 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,물리학1,물리학1,physics_1,provisional,cGf763/btsILU9Bi9B,answer_explanation,"2024_7월_고3_k_물리학1 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/cGf763/btsILU9Bi9B/x/2024_7월_고3_k_물리학1 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,물리학2,물리학2,physics_2,provisional,ptxMo/btsIKVOW98m,question,2024_7월_고3_k_물리학2 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/ptxMo/btsIKVOW98m/x/2024_7월_고3_k_물리학2 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,물리학2,물리학2,physics_2,provisional,5jSpP/btsILQ7bB8t,answer_explanation,"2024_7월_고3_k_물리학2 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/5jSpP/btsILQ7bB8t/x/2024_7월_고3_k_물리학2 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,생명과학1,생명과학1,life_science_1,provisional,be91Wv/btsILHbsD5q,question,2024_7월_고3_k_생명과학1 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/be91Wv/btsILHbsD5q/x/2024_7월_고3_k_생명과학1 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,생명과학1,생명과학1,life_science_1,provisional,sleej/btsILU2QlCx,answer_explanation,"2024_7월_고3_k_생명과학1 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/sleej/btsILU2QlCx/x/2024_7월_고3_k_생명과학1 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,생명과학2,생명과학2,life_science_2,provisional,FElMy/btsIKM5FRj6,question,2024_7월_고3_k_생명과학2 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/FElMy/btsIKM5FRj6/x/2024_7월_고3_k_생명과학2 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,생명과학2,생명과학2,life_science_2,provisional,bbhgIb/btsILjomrRJ,answer_explanation,"2024_7월_고3_k_생명과학2 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/bbhgIb/btsILjomrRJ/x/2024_7월_고3_k_생명과학2 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,지구과학1,지구과학1,earth_science_1,provisional,DKAY9/btsIKA5lAZV,question,2024_7월_고3_k_지구과학1 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/DKAY9/btsIKA5lAZV/x/2024_7월_고3_k_지구과학1 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,지구과학1,지구과학1,earth_science_1,provisional,NjT3s/btsILs6y6cD,answer_explanation,"2024_7월_고3_k_지구과학1 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/NjT3s/btsILs6y6cD/x/2024_7월_고3_k_지구과학1 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,지구과학2,지구과학2,earth_science_2,provisional,mGcrB/btsIK0o3ya5,question,2024_7월_고3_k_지구과학2 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/mGcrB/btsIK0o3ya5/x/2024_7월_고3_k_지구과학2 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,지구과학2,지구과학2,earth_science_2,provisional,bx7VLZ/btsILkOkHzt,answer_explanation,"2024_7월_고3_k_지구과학2 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/bx7VLZ/btsILkOkHzt/x/2024_7월_고3_k_지구과학2 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,화학1,화학1,chemistry_1,provisional,PzJkA/btsII1psg0e,question,2024_7월_고3_k_화학1 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/PzJkA/btsII1psg0e/x/2024_7월_고3_k_화학1 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,화학1,화학1,chemistry_1,provisional,kHXqh/btsIIYTMNBR,answer_explanation,"2024_7월_고3_k_화학1 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/kHXqh/btsIIYTMNBR/x/2024_7월_고3_k_화학1 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,화학2,화학2,chemistry_2,provisional,bL2rZU/btsILiXhLq4,question,2024_7월_고3_k_화학2 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/bL2rZU/btsILiXhLq4/x/2024_7월_고3_k_화학2 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,화학2,화학2,chemistry_2,provisional,bN7xUX/btsILUhsWJP,answer_explanation,"2024_7월_고3_k_화학2 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/bN7xUX/btsILUhsWJP/x/2024_7월_고3_k_화학2 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,경제,경제,economics,provisional,sAsxF/btsILUhsX9D,question,2024_7월_고3_s_경제 문제.pdf,https://legendstudy.com/1621,https://blog.kakaocdn.net/dna/sAsxF/btsILUhsX9D/x/2024_7월_고3_s_경제 문제.pdf,,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
2024,3,national_mock,7,1621,main,경제,경제,economics,provisional,nuVwt/btsIKJOECQQ,answer_explanation,"2024_7월_고3_s_경제 정답,해설.pdf",https://legendstudy.com/1621,"https://blog.kakaocdn.net/dna/nuVwt/btsIKJOECQQ/x/2024_7월_고3_s_경제 정답,해설.pdf",,unknown,unchecked,2024-07-24,2024-07-24,2024-07-24,False
